source_id,title,url_or_path,source_type,published_at,accessed_at,commit_sha,license,relevance,notes
SRC-042,Antithesis of a One-in-a-Million Bug: Taming Demonic Nondeterminism,https://www.cockroachlabs.com/blog/demonic-nondeterminism/,customer engineering blog,2024-03-21,2026-07-13,"",copyright Cockroach Labs,Result and counterevidence,Principal claims: Rare retry defect reproduced; substantial manual logging and reasoning | Modality notes: Credible customer report
SRC-043,Deterministic Simulation Testing for Our Entire SaaS,https://www.warpstream.com/blog/deterministic-simulation-testing-for-our-entire-saas,customer engineering blog,2024-03-12,2026-07-13,"",copyright WarpStream,Customer case,Principal claims: Full SaaS Compose target; race and data-loss cases reported | Modality notes: Customer report; not independently replicated
SRC-044,Finalized no. 34,https://blog.ethereum.org/2022/03/23/finalized-no-34,foundation engineering blog,2022-03-23,2026-07-13,"",copyright Ethereum Foundation,Independent use confirmation,Principal claims: Antithesis coverage-guided network fuzzing used in Merge testing | Modality notes: Use confirmed; vendor bug-count claims not confirmed
SRC-045,Hunting for one-in-a-million bugs in NATS,https://antithesis.com/blog/2025/synadia/,customer-authored vendor guest post,2025-03-18,2026-07-13,"",copyright Antithesis or author,Customer case,Principal claims: Raft and data-loss scenario; nightly CI and reproduction uses | Modality notes: Detailed but vendor-hosted
SRC-046,Working with Antithesis at MongoDB,https://antithesis.com/blog/mongo_bug/,customer-authored vendor guest post,2024-04-22,2026-07-13,"",copyright Antithesis or author,Customer case and RCA limit,Principal claims: Corruption reproduction; core dumps; instrumentation and repeated experiments | Modality notes: Detailed but vendor-hosted
SRC-047,Testing Distributed Systems with Deterministic Simulation,https://www.thestrangeloop.com/2014/testing-distributed-systems-w-slash-deterministic-simulation.html,conference talk record,2014,2026-07-13,"",conference recording terms,FoundationDB lineage,Principal claims: Will Wilson describes deterministic simulation and tradeoffs | Modality notes: Historical primary talk
SRC-048,FoundationDB: A Distributed Unbundled Transactional Key Value Store,https://www.foundationdb.org/files/fdb-paper.pdf,peer-reviewed paper,2021,2026-07-13,"",paper copyright,Peer-reviewed lineage,Principal claims: FoundationDB architecture and deterministic simulation practice | Modality notes: Peer-reviewed source
SRC-049,ANTITHESIS case 88537165,https://tsdr.uspto.gov/#caseNumber=88537165&caseSearchType=US_APPLICATION&caseType=DEFAULT&searchType=statusSearch,official trademark record,filed 2019-07-25; registered 2022-04-26,2026-07-13,"",public record,IP status,Principal claims: US service mark registration | Modality notes: Official record
SRC-050,DETERMINATOR trademark 2354988,https://ised-isde.canada.ca/opic/recherche-marques/pdf/2354988?lang=fre,official trademark record,registered 2026-02-16,2026-07-13,"",public record,IP status,Principal claims: Canadian mark and US priority reference | Modality notes: Official record
SRC-051,Simulation and Testing,https://apple.github.io/foundationdb/testing.html,official project documentation,undated,2026-07-13,"",Apache-2.0 project,Deterministic simulation prior art,Principal claims: Whole cluster in one deterministic process; virtual failures; seeded replay; nightly ensembles | Modality notes: Official project documentation
SRC-052,Client testing,https://apple.github.io/foundationdb/client-testing.html,official project documentation,undated,2026-07-13,"",Apache-2.0 project,Workloads and limits,Principal claims: Simulator and real-cluster workloads; deterministic RNG; thread caveat; Buggify | Modality notes: Official project documentation
SRC-053,FoundationDB,https://github.com/apple/foundationdb,public repository,2026-07-12,2026-07-13,c8e36e0b0ae5fb9820a5a4f73fecfdabc543d49d,Apache-2.0,Source-integrated deterministic simulation,Principal claims: ISimulator; deterministic RNG; fault injection; TestHarness2 and workloads | Modality notes: Observed source; no local build
SRC-054,TigerBeetle,https://github.com/tigerbeetle/tigerbeetle,public repository,2026-07-10,2026-07-13,97c7a8ef385270ebe0e1b75959d3d21d134629df,Apache-2.0,VOPR deterministic simulation,Principal claims: Seed plus commit replay; network and storage faults; safety and liveness checkers | Modality notes: Observed source; no Zig build
SRC-055,Deterministic Simulation Testing,https://github.com/tigerbeetle/tigerbeetle/blob/main/docs/internals/vopr.md,project documentation and source,current at pin,2026-07-13,97c7a8ef385270ebe0e1b75959d3d21d134629df,Apache-2.0,VOPR semantics,Principal claims: Clock network and disk stubs; packet/storage faults; assertions and state checkers | Modality notes: Observed source
SRC-056,Fuzzer Blind Spots Meet Jepsen,https://tigerbeetle.com/blog/2025-06-06-fuzzer-blind-spots-meet-jepsen/,project engineering blog,2025-06-06,2026-07-13,"",copyright TigerBeetle,Counterevidence and complementarity,Principal claims: Simulator workload blind spots and Jepsen complement | Modality notes: Project report
SRC-057,Jepsen,https://github.com/jepsen-io/jepsen,public repository,2026-07-03,2026-07-13,f89e6575cc32de801f92c2de08aabae09ae1164c,EPL-1.0 core; some EPL-2.0 and dual terms,Real-system semantic fault testing,Principal claims: Generators; nemeses; histories; true false unknown checkers; Antithesis bridge | Modality notes: Observed source; no Clojure test
SRC-058,Stateright,https://github.com/stateright/stateright,public repository,2025-07-27,2026-07-13,ab8c8be9341505e0f71edbe5dd88ed275bd976a4,MIT,Explicit-state model checking,Principal claims: Actor models; BFS DFS on-demand checking; semantic histories | Modality notes: Observed and 91 library tests passed
SRC-059,Shuttle,https://github.com/awslabs/shuttle,public repository,2026-06-16,2026-07-13,c8a46d3965048df3207ec920dae066bc9c4d9d89,Apache-2.0,Randomized concurrency schedule testing,Principal claims: Random; PCT; replay and instrumented sync; known ignored replay-emission tests | Modality notes: Observed; two selected tests passed; broad suite incomplete
SRC-060,Turmoil,https://github.com/tokio-rs/turmoil,public repository,2026-05-27,2026-07-13,481407d3bea1498e2f8259280b41986f392272fa,MIT,Rust distributed simulation,Principal claims: Seeded virtual network filesystem time; partitions; crash; torn writes | Modality notes: Observed; 30 library tests passed
SRC-061,MadSim,https://github.com/madsim-rs/madsim,public repository,2026-02-16,2026-07-13,519950efb4711464f300ed7edf2967ed62d5f502,Apache-2.0,Rust async deterministic simulation,Principal claims: Runtime and ecosystem replacement approach | Modality notes: Observed; one narrow library test passed
SRC-062,Loom,https://github.com/tokio-rs/loom,public repository,2026-02-20,2026-07-13,948c8cc78b178ede6eeff3afc7d97f2f4ea08559,MIT,Bounded Rust concurrency model,Principal claims: Schedule and modeled-memory exploration; explicit model limitations | Modality notes: Observed; smoke test passed
SRC-063,Hypothesis,https://github.com/HypothesisWorks/hypothesis,public repository,2026-07-12,2026-07-13,23b4358de3a715e519d81c17a1c8d21908ad9154,MPL-2.0,Python property and stateful testing,Principal claims: Rule-based state machines; persistent interesting examples; shrinking | Modality notes: Observed source; test blocked by missing dependency fetch
SRC-064,Hypothesis documentation,https://hypothesis.readthedocs.io/,official project documentation,current,2026-07-13,"",MPL-2.0 project,Generator and replay boundary,Principal claims: Stateful testing; database; reproduce failure; derandomization limitations | Modality notes: Official documentation
SRC-065,QuickCheck for Rust,https://github.com/BurntSushi/quickcheck,public repository,2026-04-02,2026-07-13,eb00091c62db13b350253a5e8109b8667364117a,MIT or Unlicense,Property generation and shrinking,Principal claims: Seeded generated values and shrink | Modality notes: Observed; 69 library tests passed
SRC-066,LibAFL,https://github.com/AFLplusplus/LibAFL,public repository,2026-07-12,2026-07-13,f749dbf8aa8092bcacea3a7142fa645afe16d5b4,Apache-2.0 or MIT,Fuzzing architecture,Principal claims: Executor; observer; feedback; objective; scheduler; corpus and serializable state | Modality notes: Observed; state-restore test passed
SRC-067,AFL++,https://github.com/AFLplusplus/AFLplusplus,public repository,2026-07-12,2026-07-13,ad5304010ae3be9d5cdc1ba51b09e14169c5cb87,core AGPL-3.0; mixed components,Coverage-guided native fuzzing,Principal claims: Instrumentation; forkserver; mutation; crash and hang minimization | Modality notes: Observed source and metadata
SRC-068,TLA+ Tools,https://github.com/tlaplus/tlaplus,public repository,2026-07-03,2026-07-13,227f61b983d0203a06db8184da45aed421e8f1b8,MIT,Explicit formal modeling,Principal claims: TLC exhaustive or random simulation; invariants; deadlock and liveness traces | Modality notes: Observed source; not run
SRC-069,Apalache,https://github.com/apalache-mc/apalache,public repository,2026-07-10,2026-07-13,d9f0633ebd0d54cca134c7ac993a3a458aa451f6,Apache-2.0,Symbolic bounded TLA+ checking,Principal claims: SMT bounded search; counterexample traces; unknown preserved | Modality notes: Observed source; not run
SRC-070,Alloy Analyzer,https://github.com/AlloyTools/org.alloytools.alloy,public repository,2026-06-11,2026-07-13,ed89fdb16c58aea17a55e312c44f99e31aa63ee1,root currently MIT; solver components vary,Bounded relational modeling,Principal claims: Kodkod and SAT instances or counterexamples | Modality notes: Observed source; license nuance noted
SRC-071,P,https://github.com/p-org/P,public repository,2026-06-03,2026-07-13,857776015de5f2683f11945728a1dc57f4b74b33,MIT,Actor and event system modeling,Principal claims: Controlled execution; DFS random A-star; monitors; schedule replay | Modality notes: Observed source; .NET unavailable
SRC-072,Hermit,https://github.com/facebookexperimental/hermit,public repository,2026-07-11,2026-07-13,bad5003464f867a05234155580f49ec99b627252,BSD-3-Clause,Deterministic Linux process sandbox,Principal claims: Syscall interception; serialized threads; branch counters; seed and replay; external I/O limits | Modality notes: Observed source; maintenance mode
SRC-073,dhyve,https://github.com/pgraug/dhyve-src,public repository,2026-06-20,2026-07-13,66e0b1a1b6942096fb1d19563a4fbc218dbd8142,root BSD-2-Clause; embedded FreeBSD and Linux mixed,Emerging deterministic hypervisor,Principal claims: Branch-count time; exact fences; one vCPU; deterministic devices; snapshot and replay Director | Modality notes: Observed; 35 user-space tests passed; no bare-metal run
SRC-074,Bedrock,https://github.com/oss-garage/bedrock,public repository,2026-07-02,2026-07-13,e2bede4f007f122cc561bb28d84db4f6535d4cc0,GPL-2.0,Emerging deterministic hypervisor,Principal claims: Single-vCPU Intel VM; deterministic devices; copy-on-write fork | Modality notes: Observed; 135 VMX tests passed and one platform failure; no hypervisor run
SRC-075,Bedrock: an experimental deterministic hypervisor,https://brink.dev/blog/2026/06/25/bedrock-deterministic-hypervisor/,official project engineering post,2026-06-25,2026-07-13,"",copyright author,Bedrock architecture and limits,Principal claims: CPU and kernel limits; one vCPU; security non-goal | Modality notes: Official project report
SRC-076,Molly,https://github.com/palvaro/molly,public source repository,2018-11-04,2026-07-13,a3a6d7950814e1154253357a03e7d64754c464b8,no license file found,Lineage-driven fault injection implementation,Principal claims: Good-run provenance; SAT or Z3 failure candidates; concrete rerun | Modality notes: Observed stale and apparent defect; do not copy
SRC-077,Lineage-Driven Fault Injection,https://people.ucsc.edu/~palvaro/molly.pdf,SIGMOD paper,2015,2026-07-13,"",paper copyright,LDFI prior art,Principal claims: Causal lineage and minimal failure-set search under bounded model | Modality notes: Research result; bounded assurance
SRC-078,Automating Failure Testing Research at Internet Scale,https://people.ucsc.edu/~palvaro/fit-ldfi.pdf,research paper,2016,2026-07-13,"",paper copyright,Industrial LDFI extension,Principal claims: FIT and LDFI at Netflix scale | Modality notes: Research and industry report
SRC-079,Antithesis Go SDK,https://github.com/antithesishq/antithesis-sdk-go,public repository,current,2026-07-13,2377e2a3240ccf17ef87dced74bd6030b4db7c91,Apache-2.0,Open/proprietary boundary,Principal claims: SDK and CI utilities are public; the core platform is absent | Modality notes: Observed repository at pinned HEAD; remote may advance
SRC-080,Antithesis Python SDK,https://github.com/antithesishq/antithesis-sdk-python,public repository,current,2026-07-13,c6ba177ff3a2ef586ce7fb1b3b93c7b82f903325,MIT,SDK boundary,Principal claims: Assertions; randomness; lifecycle support; no core hypervisor or explorer | Modality notes: Observed repository at pinned HEAD; remote may advance
SRC-081,Fault Injection Experiments,https://www.gremlin.com/docs/fault-injection-experiments,official commercial documentation,current,2026-07-13,"",proprietary SaaS,Live chaos,Principal claims: Host; container; Kubernetes resource and network faults; scenarios and health checks | Modality notes: Vendor-reported behavior
SRC-082,Gremlin daemon and agent,https://www.gremlin.com/docs/platform-gremlin-daemon-and-agent,official commercial documentation,current,2026-07-13,"",proprietary SaaS,Agent architecture,Principal claims: Outbound-polling agents and control-plane model | Modality notes: Vendor-reported behavior
SRC-083,Gremlin release notes,https://www.gremlin.com/release-notes/general,official release notes,through 2026-06-09,2026-07-13,"",proprietary SaaS,Current status,Principal claims: Current reports; health checks; MCP reliability tools | Modality notes: Observed publication activity
SRC-084,Steadybit agent architecture,https://docs.steadybit.com/install-and-configure/install-agent/agent-architecture,official commercial documentation,current,2026-07-13,"",proprietary platform,Live chaos control,Principal claims: Central platform; boundary agents; rollback on connectivity loss | Modality notes: Vendor-reported behavior
SRC-085,Anatomy of an extension,https://docs.steadybit.com/integrate-with-steadybit/extensions/anatomy-of-an-extension,official commercial documentation,current,2026-07-13,7023d2df97039eb14d0b3517b189ba3ba1786bae,extension kit MIT; platform proprietary,Extension model,Principal claims: Discovery; action; event extension separation | Modality notes: Reported docs plus observed open kit
SRC-086,AWS FIS experiment templates,https://docs.aws.amazon.com/fis/latest/userguide/experiment-templates.html,official cloud documentation,current,2026-07-13,"",proprietary managed service,Cloud fault injection,Principal claims: Targets; actions; IAM; reports and stop conditions | Modality notes: Vendor-reported behavior
SRC-087,AWS FIS stop conditions,https://docs.aws.amazon.com/fis/latest/userguide/stop-conditions.html,official cloud documentation,current,2026-07-13,"",proprietary managed service,Safety control,Principal claims: CloudWatch alarm abort conditions and limitations | Modality notes: Vendor-reported behavior
SRC-088,Azure Chaos Studio overview,https://learn.microsoft.com/en-us/azure/chaos-studio/chaos-studio-overview,official cloud documentation,updated 2026-06-19,2026-07-13,"",proprietary managed service,Cloud fault injection,Principal claims: Service-direct and agent faults; steps; branches; reports | Modality notes: Vendor-reported; some surfaces preview
SRC-089,What is Diffblue Cover?,https://cover-docs.diffblue.com/get-started/what-is-diffblue-cover,official product documentation,current,2026-07-13,"",proprietary tool,Autonomous test generation,Principal claims: Java and Kotlin bytecode analysis; test generation and validation | Modality notes: Vendor-reported behavior
SRC-090,Diffblue Cover release archive,https://docs.diffblue.com/updates-and-upgrades/release-archive,official release notes,through 2026-02-02,2026-07-13,"",proprietary tool,Current status and limitations,Principal claims: Active releases; known weak assertion and compatibility issues | Modality notes: Observed publication
SRC-091,Meticulous documentation,https://app.meticulous.ai/docs,official product documentation,current,2026-07-13,"",proprietary service,Bounded browser replay,Principal claims: Session capture; base/head replay; network; storage; time and scheduling stubs | Modality notes: Vendor-reported behavior
SRC-092,Ensure recorder captures all requests,https://app.meticulous.ai/docs/how-to/ensure-recorder-captures-all-requests,official product documentation,current,2026-07-13,"",proprietary service,Replay limitations,Principal claims: Recorder ordering can miss requests | Modality notes: Vendor-admitted limit
SRC-093,How Replay Works,https://www.replay.io/blog/how-replay-works,official engineering blog,2021-09-14,2026-07-13,"",proprietary recorder,Browser record replay,Principal claims: Environmental input capture and application re-execution | Modality notes: Vendor-reported architecture
SRC-094,How to time travel every time,https://www.replay.io/blog/how-to-time-travel-every-time,official engineering blog,2023-04-07,2026-07-13,"",proprietary recorder,Determinism boundary,Principal claims: Effective application or JavaScript determinism and limits | Modality notes: Vendor-reported boundary
SRC-095,Replay QA,https://www.replay.io/blog/replay-qa,official product announcement,2026-05-18,2026-07-13,3c9a501e5c83ed42f4fc79927858cd0a0f86c861,product proprietary; public repository lacks explicit license,AI QA,Principal claims: Journey exploration; recordings; evidence and judge model | Modality notes: Vendor-reported; source-visible not safely reusable
SRC-096,TrustInSoft soundness,https://www.trust-in-soft.com/solutions/by-goals/soundness,official product page,current,2026-07-13,"",proprietary analyzer,Formal static verification,Principal claims: Exhaustive analysis claims within configured language and environment model | Modality notes: Vendor claim; scope is decisive
SRC-097,Certora Prover documentation,https://docs.certora.com/en/latest/,official product documentation,current,2026-07-13,"",proprietary verifier,Property-first verification,Principal claims: Code and CVL properties to SMT proof or concrete counterexample | Modality notes: Vendor-reported behavior
SRC-098,Agent Control,https://github.com/agentcontrol/agent-control,public repository,2026-07-08,2026-07-13,83188b62c63e2b4ff9ada87048fd99605184ee5a,Apache-2.0,Agent policy hooks,Principal claims: Scope plus condition plus action; pre and post tool or LLM hooks; deny steer observe priority | Modality notes: Observed source and docs; not executed
SRC-099,Agent Control concepts overview,https://docs.agentcontrol.dev/concepts/overview,official open-project documentation,current,2026-07-13,83188b62c63e2b4ff9ada87048fd99605184ee5a,Apache-2.0 project,Agent authority policy,Principal claims: Controls; selectors; evaluators and actions | Modality notes: Reported and source-correlated
SRC-100,Set a timeout on Protect requests,https://docs.galileo.ai/galileo/gen-ai-studio-products/galileo-protect/how-to/setting-a-timeout-on-your-protect-requests,historical vendor documentation,undated,2026-07-13,"",proprietary platform,Historical fail-behavior counterevidence,Principal claims: Search-indexed copy stated a timed-out metric could prevent a dependent rule from triggering | Modality notes: Direct redirect-aware final validation returned HTTP 404; do not treat as current product behavior
SRC-101,Simulate agent behavior,https://docs.cloud.google.com/gemini-enterprise-agent-platform/optimize/evaluation/evaluate-simulated,official cloud documentation,updated 2026-07-10,2026-07-13,"",proprietary managed pre-GA service,Agent simulation,Principal claims: Immutable agent version; generated hidden plan; simulated multi-turn user; tool mocks; immutable trace | Modality notes: Vendor-reported pre-GA behavior
SRC-102,Agent evaluation,https://docs.cloud.google.com/gemini-enterprise-agent-platform/optimize/evaluation/agent-evaluation,official cloud documentation,updated 2026-07-10,2026-07-13,"",proprietary managed pre-GA service,Agent evaluation,Principal claims: Automated raters; evaluation cases; prompt optimization | Modality notes: Vendor-reported pre-GA behavior
SRC-103,Introducing Generative Simulators,https://www.patronus.ai/blog/introducing-generative-simulators,official research and product blog,2025-12-17,2026-07-13,"",proprietary preview; paper terms,Emerging agent simulation,Principal claims: LLM-generated tasks; tools; rewards; rollouts; oversight curriculum | Modality notes: Research proposal and vendor claim
SRC-104,Generative Simulators,https://cdn.patronus.ai/Generative_Simulators.pdf,position paper,2025-12-17,2026-07-13,"",paper copyright,Emerging research,Principal claims: Formalizes generative tasks; environments; reward and curricula | Modality notes: Research proposal
SRC-105,Announcing our $50M Series B,https://www.patronus.ai/blog/announcing-our-50m-series-b,official company announcement,2026-06-25,2026-07-13,"",copyright Patronus,DWM preview and funding,Principal claims: Digital World Model preview and financing announcement | Modality notes: Issuer report; preview not demonstrated core
