cleanup/core-operating-circuit-proof-salvage-2026-05-13		ac21e6fae	2026-05-13 18:47:28 +0800	chore(cleanup): preserve core operating circuit proof [impact-checked]
cleanup/go-local-model-runtime-inventory-salvage-2026-05-13		9919a1f4f	2026-05-13 18:49:08 +0800	chore(cleanup): preserve go local model inventory lane [impact-checked]
cleanup/kaizen-review-v0-salvage-2026-05-13		be2571eae	2026-05-13 18:48:32 +0800	chore(cleanup): preserve kaizen review human yds lane [impact-checked]
cleanup/main-dirty-salvage-2026-05-12		49248cae1	2026-05-12 22:19:16 +0800	chore: preserve dirty main work for triage
cleanup/main-late-dirty-salvage-2026-05-12		77aba9243	2026-05-12 23:13:52 +0800	chore(cleanup): preserve late dirty main work
cleanup/main-recurring-live-salvage-2026-05-13		9848011cf	2026-05-13 18:50:00 +0800	chore(cleanup): preserve recurring live main residue [impact-checked]
cleanup/memory-kernel-context-eval-2026-05-13		71ca01d72	2026-05-13 22:54:47 +0800	feat(memory): shadow context reads and sentinel ci [impact-checked]
cleanup/memory-kernel-shadow-context-main-2026-05-13	origin/main	b1d20ccb3	2026-05-16 20:44:12 +0800	fix(memory): require strict readiness in operator smoke [impact-checked]
cleanup/mixed-quality-recovery-2026-05-10	origin/cleanup/mixed-quality-recovery-2026-05-10	ddd674d5a	2026-05-10 21:43:44 +0800	feat(selection): catalytic-graph parent-selection bias (spine §9 closure) [impact-checked]
cleanup/module-metabolism-strategy-salvage-2026-05-13		e28a4bbd2	2026-05-13 18:48:09 +0800	docs(cleanup): preserve core four ontology strategy notes [impact-checked]
cleanup/opportunity-dispatcher-budget-fix-salvage-2026-05-13		2593169b9	2026-05-13 18:47:06 +0800	chore(cleanup): preserve opportunity dispatcher budget lane [impact-checked]
cleanup/root-memory-context-salvage-2026-05-13		2427abe0f	2026-05-13 17:10:11 +0800	chore(memory): preserve context admission residue [impact-checked]
cleanup/root-mixed-salvage-2026-05-12		8a083dcd2	2026-05-12 23:12:13 +0800	chore(cleanup): preserve late root residue
cleanup/runtime-result-projector-salvage-2026-05-13		4666be110	2026-05-13 18:49:29 +0800	chore(cleanup): preserve runtime result projector lane [impact-checked]
cleanup/viz-invariant-projection-2026-05-12		3d0868587	2026-05-12 23:09:45 +0800	feat(viz): project invariant measurements [impact-checked]
codex/a2a-governance-readiness-20260626	origin/codex/a2a-governance-readiness-20260626	98d374d3f	2026-06-26 10:45:16 +0900	Merge origin/main into NATS readiness branch
codex/cleanup-deletion-receipt-20260625	origin/codex/cleanup-deletion-receipt-20260625	8deded5c1	2026-06-25 12:16:14 +0900	cleanup: record approved worktree deletion receipt
codex/cyber-loop-closure-provider-truth-20260619	origin/codex/cyber-loop-closure-provider-truth-20260619	5910bf17d	2026-06-19 04:11:09 +0900	test: make run daemon script test repo-relative
codex/dharma-forge-proving-ground-10-10-20260626	origin/main	50c8e2b75	2026-06-26 09:26:35 +0900	Oz integration W1+W4: decorrelated verifier + cleanup janitor (#705)
codex/exec10-lf5		dd53c8a46	2026-04-18 00:52:40 +0800	fix(guardian): dataclass auto-init detection — eliminates false-positive BLOCKER
codex/fix-docops-autorefresh-dispatch-20260605	origin/codex/fix-docops-autorefresh-dispatch-20260605	a6561b3f6	2026-06-05 22:10:37 +0900	fix(ci): repair docops autorefresh dispatch
codex/fix-docops-autorefresh-repo-arg-20260605	origin/codex/fix-docops-autorefresh-repo-arg-20260605	6fecf9624	2026-06-05 22:16:14 +0900	fix(ci): resolve docops manual dispatch repo context
codex/fix-pr-398-coherence	origin/perplexity-computer/reply-to-claude-four-layer-stack	a39fde863	2026-05-31 19:05:35 +0800	docs: refresh docops counts for perplexity reply
codex/go-idea-spark-ingest-spine-clean-20260604	origin/codex/go-idea-spark-ingest-spine-clean-20260604	0fe69fc3d	2026-06-04 20:54:10 +0900	chore(go-ingest): satisfy CI governance gates
codex/governance-fitness-ci-20260620	origin/codex/governance-fitness-ci-20260620	c69f1cf05	2026-06-20 13:19:34 +0900	test: read daemon script from checkout
codex/governance-fitness-ci-20260625-225920	origin/codex/governance-fitness-ci-20260625-225920	791801e0f	2026-06-26 00:59:31 +0900	adjudicate quality ratchet raw LOC baseline
codex/live-ops-cockpit-v1	origin/codex/live-ops-cockpit-v1	03c077ece	2026-06-03 23:48:09 +0900	chore(ops): satisfy live cockpit PR gates
codex/live-ops-cockpit-v1-docops-fix	origin/codex/live-ops-cockpit-v1	8c5c27bb4	2026-06-05 01:36:18 +0900	chore(ops): fix live cockpit docops gate
codex/live-ops-cockpit-v1-docops-fix-mainbase	origin/main	dd47d7f00	2026-06-05 01:40:16 +0900	chore(ops): fix live cockpit docops gate
codex/live-ops-cockpit-v2-slice-a	origin/main	8f67f8630	2026-06-05 01:43:49 +0900	feat(ops): add live ops state authority model
codex/live-ops-cockpit-v2-slice-b		27861e0bc	2026-06-05 02:07:35 +0900	feat(ops): project PR queue into live cockpit
codex/live-ops-cockpit-v2-slice-c		1d2049d3c	2026-06-05 01:45:52 +0900	feat(ops): add live ops proposal packets
codex/main-review-blockers	origin/codex/main-review-blockers	7893937e3	2026-06-12 14:58:37 +0900	fix(security): close post-574 review blockers
codex/memory-kernel-default-context-20260523	origin/codex/memory-kernel-default-context-20260523	0b0cd8b9a	2026-05-24 21:14:14 +0800	Merge remote-tracking branch 'origin/main' into codex/memory-kernel-default-context-20260523
codex/mike-nonstop-dedupe-20260626	origin/codex/mike-nonstop-dedupe-20260626	3e46efe93	2026-06-26 10:06:44 +0900	fix(mike): patch workflow-dispatch comment update
codex/pr388-disambig	origin/devin/2026-05-30-receipt-disambiguation	f24a2adf3	2026-06-01 21:22:37 +0800	test(receipts): add pr388 merge proof
codex/pr408-schema-align	origin/perplexity/2026-06-01-schema-alignment-gate	598f05643	2026-06-01 19:01:10 +0800	fix(governance): distinguish stale ontology branches
codex/pr409-oms-hardening	origin/devin/1780259643-oms-hardening	0f2525880	2026-06-01 17:31:56 +0800	fix(ontology): preserve adapter idempotency
codex/pr468-docops-clean	origin/docs/runtime-truth-spine-plan-and-vel-rfc	7a19c7c3e	2026-06-04 21:37:07 +0900	docs(spine): resolve #468 DocOps conflicts after matrix merge
codex/pr470-after-468-fix	origin/devin/1780551922-spine-a2a-hardening	a2a92a246	2026-06-04 21:57:56 +0900	merge main into #470 after spine RFC merge
codex/pr470-docops-review	origin/devin/1780551922-spine-a2a-hardening	043c27037	2026-06-04 20:41:54 +0900	docs(spine): refresh DocOps counts after invariant tests
codex/pr546-main-sync	origin/chore/hygiene/evidence-snapshots-to-release	ba4c7700f	2026-06-12 15:44:05 +0900	merge main into evidence snapshot lane after automerge lane [impact-checked] [large_diff_ack] [structural-delete-approved]
codex/pr558-main-sync	origin/governance/ws4-gate-pep	09954a5cf	2026-06-12 15:43:54 +0900	merge main into telos gate lane after automerge lane [impact-checked] [large_diff_ack] [structural-delete-approved]
codex/pr562-main-sync	origin/fix/evolution-archive-honesty	c1c4b4bf7	2026-06-12 14:54:29 +0900	merge main into evolution archive honesty [impact-checked] [large_diff_ack] [structural-delete-approved]
codex/pr564-main-sync	origin/devin/honest-spine-handoff-20260611	7d2cdc6b6	2026-06-12 15:43:46 +0900	merge main into honest spine handoff after automerge lane [impact-checked] [large_diff_ack] [structural-delete-approved]
codex/pr570-orientation-fixes		ebf11a792	2026-06-11 23:17:44 +0900	docs: harden north star orientation receipts
codex/pr574-codeql-tests	origin/qwen/spine-adoption	3a813a798	2026-06-12 14:21:17 +0900	governance: re-render ACTIVE_TRACK managed block after main sync (gate: no drift) [impact-checked]
codex/pr578-main-sync	origin/feat/trust-gate-scoreboard	1b843a3f4	2026-06-12 15:06:05 +0900	merge main into trust gate scoreboard lane [impact-checked] [large_diff_ack] [structural-delete-approved]
codex/pr578-main-sync2	origin/feat/trust-gate-scoreboard	582137c5e	2026-06-12 15:43:35 +0900	merge main into trust gate scoreboard after automerge lane [impact-checked] [large_diff_ack] [structural-delete-approved]
codex/pr584-main-sync	origin/copilot/close-duplicate-prs-and-enable-automerge	ab49f6dc0	2026-06-12 15:01:35 +0900	merge main into automerge dedupe lane [impact-checked] [large_diff_ack] [structural-delete-approved]
codex/pr586-main-sync	origin/codex/truth-graph-v1	d85b525cd	2026-06-12 15:33:31 +0900	merge main into truth graph platform after automerge lane [impact-checked] [large_diff_ack] [structural-delete-approved]
codex/reconciliation-promotion-20260626	origin/codex/reconciliation-promotion-20260626	fecff4b85	2026-06-26 10:36:41 +0900	docs: tighten promotion packet ownership and gates
codex/repair-pr-392		236e9e8ef	2026-05-31 20:12:41 +0800	fix(guardian): refresh docops after dedup tests
codex/repair-pr-399		066157dd9	2026-05-31 19:59:35 +0800	docs(track): refresh proposed cloud bridge docops
codex/runtime-truth-nats-adapter-20260606	origin/codex/runtime-truth-nats-adapter-20260606	cee160f24	2026-06-06 11:32:32 +0900	chore(governance): refresh spine metric after NATS ack fix
codex/semantic-commons-livingdock-composer-100	origin/main	c53721d5f	2026-06-25 16:56:49 +0900	fix(governance): rigor-aware track readiness + enforced gate + onboard trust verdict (#695)
codex/toolbelt-onboarding	origin/codex/toolbelt-onboarding	8fc17f2bc	2026-05-21 17:01:55 +0800	docs(ops): publish Codex toolbelt onboarding
codex/truth-graph-v1	origin/codex/truth-graph-v1	1c0a25a39	2026-06-12 14:02:42 +0900	feat(governance): add truth graph platform projection
complexity-stress/replay-metamorphic-v1	origin/complexity-stress/replay-metamorphic-v1	9c8d75c92	2026-06-18 23:39:34 +0900	Clarify replay metamorphic fixture invariant
copilot/close-duplicate-prs-and-enable-automerge	origin/copilot/close-duplicate-prs-and-enable-automerge	b26d69e30	2026-06-12 15:29:49 +0900	fix(ci): harden automerge governance lane [impact-checked]
cutover/lf5-runtime-on-main-20260510-integrate-main		4a31d0e78	2026-05-10 23:15:12 +0800	feat(runtime): port lf5 daemon spine onto main cutover [impact-checked] [structural-delete-approved]
daemon-lane-upgrade-20260616		69fda66ee	2026-06-16 01:21:51 +0900	feat(daemon): versioned provenance soak candidate [impact-checked] [large-diff-ack]
daemon-versioning/v0.0.1	origin/main	bfd09a769	2026-06-15 01:33:15 +0900	feat(versioning): v0.0.1 soak-testable promote-on-verified-metrics scaffold
dashboard-lf5-operator-lane		9d6a34500	2026-04-10 23:25:33 +0800	lf5: Live Fire 5 results — gauntlet baseline established
devin/1778035620-wire-fractal-runtime		28823aa90	2026-05-06 13:44:48 +0800	fix(fractal): make runtime room wiring explicit [impact-checked]
devin/1778037205-marathon-cleanup	origin/devin/1778037205-marathon-cleanup	c5f138117	2026-05-11 18:47:07 +0800	docs: refresh DocOps counts (556 modules, 567 test files, 688 md files) [impact-checked]
devin/1778426210-ship-revenue-wedge-report		e447becf2	2026-05-11 21:21:21 +0800	docs: refresh revenue wedge docops counts [impact-checked]
dgc-splash-art		36d55d9da	2026-04-03 23:55:57 +0900	fix(tui): pipe bridge stderr to prevent double-render corruption
docs/adr-008-ontology-api-grammar	origin/docs/adr-008-ontology-api-grammar	ec4b4fb39	2026-06-01 12:43:34 +0800	docs(adr): ADR-008 — resolve open-Q3 sibling api_name conventions (Palantir-grounded)
droid/dharma-forge-proving-ground-10-10-20260626	origin/main	50c8e2b75	2026-06-26 09:26:35 +0900	Oz integration W1+W4: decorrelated verifier + cleanup janitor (#705)
feat/a2a-correlation-spine-phase2a	origin/main	98d9cf416	2026-05-28 23:38:03 +0800	docs(a2a): correlation spine architecture anchor note
feat/brief-to-spec-seam-2026-05-07	origin/feat/brief-to-spec-seam-2026-05-07	e3d1eb997	2026-05-07 21:46:22 +0800	docs(state): record post-cron verification
feat/codex-lane-runner-2026-05-13	origin/main	8c2629ad4	2026-05-14 06:36:20 +0800	fix(codex-lane): close subprocess stdin
feat/cwt-v0-collector	origin/feat/cwt-v0-collector	242b67ce2	2026-05-21 16:58:34 +0800	feat(governance): CWT v0 read-only collector + report renderer [impact-checked]
feat/governed-memory-recursive-preflight	origin/main	8dca25eab	2026-05-17 21:10:17 +0800	feat(governance): integrate recursive memory preflight proof [impact-checked]
feat/inquiry-chain-phase1		d8a5cdcb0	2026-05-02 16:42:20 +0800	docs(cleanup): preserve current audit and control maps
feat/ontology-telos-gate-hardwire	origin/main	592e7af48	2026-06-01 15:25:44 +0800	docs(governance): refresh telos count stamp
feat/operator-idea-spark-ingest		2cb466977	2026-06-28 09:09:20 +0900	idea-spark PR15: multi-tier DEEPEN pipeline + Kimi-floored single routing
feat/runtime-result-projector		ddd674d5a	2026-05-10 21:43:44 +0800	feat(selection): catalytic-graph parent-selection bias (spine §9 closure) [impact-checked]
feat/trust-gate-scoreboard	origin/feat/trust-gate-scoreboard	7e823c7f6	2026-06-12 01:28:46 +0900	chore: drop unused import (pyright)
feat/world-radar-live-integration-2026-05-13	origin/main	1ff15b98d	2026-05-13 22:35:54 +0800	feat(world): consolidate live radar shakti telos lane [impact-checked]
feat/world-radar-shakti-telos-2026-05-13		be5ef013e	2026-05-13 17:00:24 +0800	feat(world): preserve radar shakti telos build lane [impact-checked]
feat/world-radar-shakti-telos-docs-tests-2026-05-13		4c4eeb01c	2026-05-13 17:34:36 +0800	docs(world): preserve zeitgeist docs test residue [impact-checked]
feat/world-radar-shakti-telos-final-residue-2026-05-13		b913b957a	2026-05-13 17:53:53 +0800	feat(world): preserve final scoring zeitgeist residue [impact-checked]
feat/world-radar-shakti-telos-followup-2026-05-13		0200888a4	2026-05-13 17:28:20 +0800	feat(world): preserve recurring signal followup [impact-checked]
feat/world-radar-shakti-telos-live-2026-05-13		b6e0342e0	2026-05-13 17:52:46 +0800	feat(world): preserve live recurring radar state [impact-checked]
feat/world-radar-shakti-telos-residual-2026-05-13		86d1c0330	2026-05-13 17:31:22 +0800	feat(world): preserve runtime residual wiring [impact-checked]
fix/e2e-1782573361-F-APS-01-001		d948987ef	2026-06-27 23:34:43 +0900	feat(loop): add agent backends and CI ratchet wiring
fix/evolution-archive-honesty	origin/fix/evolution-archive-honesty	f8fb428bc	2026-06-12 01:54:49 +0900	Merge remote-tracking branch 'origin/main' into fix/evolution-archive-honesty
fix/provider-discoverability	origin/fix/provider-discoverability	f4814580a	2026-06-23 23:47:13 +0900	fix(provider): require real dispatch before loop closure [impact-checked]
fix/provider-honesty-g6	origin/fix/provider-honesty-g6	8e086e092	2026-06-10 23:39:00 +0900	providers_extended: route Ollama generate, NVIDIA NIM, Moonshot through honest extractor
fix/runtime-spine-audit-followups		551b88e21	2026-06-15 10:14:56 +0900	gov(runtime-receipt): sanctioned fixture quarantine excludes fixture rows from 70->75 score gate
forge-v1/tokenbroker-scoreboard-20260620	origin/main	d8bca7aab	2026-06-20 19:13:48 +0900	forge-v1: REAL coordinated multi-model coding agent (PLAN->BUILD->VERIFY)
forge/dharma-reward-forge-v0		236006e54	2026-05-31 23:57:21 +0800	feat(forge): Dharma Reward Forge v0 — close the sealed-task loop
governance/arena-v1-admission-20260623	origin/governance/arena-v1-admission-20260623	55e121b13	2026-06-23 23:40:12 +0900	governance: admit orchestration-arena-v1-2026-06 active track [impact-checked]
governance/mike-trust-arbiter-2026-06	origin/governance/mike-trust-arbiter-2026-06	dc29826f9	2026-06-26 12:18:49 +0900	refactor(mike): use repo-convention package imports (scripts.runtime.*) not sys.path bare imports
governance/operator-coherence-cockpit-20260623	origin/governance/operator-coherence-cockpit-20260623	f0d52830e	2026-06-24 00:23:54 +0900	chore(cockpit): retrigger CI after warrant acknowledgement [impact-checked]
governance/parallel-lane-policy-2026-06-06		3ff3d44b4	2026-06-06 13:02:51 +0900	governance: support 1-10 active_tracks (schema v2, primary alias)
governance/ws3-spine-dispatch	origin/governance/ws3-spine-dispatch	b930a9578	2026-06-09 21:25:28 +0900	spine: route orchestrator dispatch through invoke_agent behind flag (WS3) [impact-checked]
governance/ws4-gate-pep	origin/governance/ws4-gate-pep	5d333431e	2026-06-10 00:02:23 +0900	telos: enforce gate on REVIEW-decision self-mods (WS4a) [impact-checked]
helm/worldclass-20260612	origin/helm/worldclass-20260612	680b013c0	2026-06-16 23:56:28 +0900	helm(theme): Nihonga Mineral palette — bold mineral pigments on warm sumi-black
holarchy/crossfalsify-20260619	origin/main	d2dd09ad5	2026-06-19 01:02:18 +0900	holarchy: Falsifiable Holarchy cross-falsification primitive (the acceptance test, as running code)
integrate/chetana-grand-memory-2026-05-02	origin/integrate/chetana-grand-memory-2026-05-02	c509d4e8e	2026-05-04 23:12:06 +0800	feat(governance): add ptr shadow metric
lane/cybernetics-codex	origin/main	b278bf4a6	2026-06-15 08:32:32 +0900	landing(cybernetics-codex): stewardship agent charter + audit/registration + tests
lane/leftover-telos-cockpit	origin/main	e231fce0c	2026-06-15 08:31:54 +0900	landing(telos-cockpit): morning-refinery persona council + vision map + product surface
lane/loop-closure-reconciled		12793ebd5	2026-06-16 01:58:42 +0900	loop-closure: graft Opus all-night closure harness onto Fable phase1b [docops-resync; additive manifest drift]
lane/palantir-pilot	origin/main	80f06814c	2026-06-15 08:32:37 +0900	landing(palantir-pilot): pilot agent + research toolchain (separate lane, no track)
lane/runtime-spine-hardening	origin/main	1e6668d7c	2026-06-15 08:33:05 +0900	landing(runtime-spine): runtime core + receipt/provenance + live-ops + A2A + governance evidence
lane/untangle-manifest	origin/main	6c7e2b1cd	2026-06-15 08:39:09 +0900	docs(governance): UNTANGLE_MANIFEST for cc9c05f21 segmentation
lf5-live-fire-clean	origin/lf5-live-fire-clean	dd53c8a46	2026-04-18 00:52:40 +0800	fix(guardian): dataclass auto-init detection — eliminates false-positive BLOCKER
loop-closure/phase1b-2026-06	origin/loop-closure/phase1b-2026-06	c540f2edf	2026-06-14 08:40:52 +0900	loop-closure: campaign RETROSPECTIVE — what the map predicted vs reality (5th criterion)
loop-closure/supplychain-bronze-20260620	origin/loop-closure/supplychain-bronze-20260620	11de04fb7	2026-06-20 19:23:54 +0900	loop-closure: close thin supply chain loop [impact-checked]
main	origin/main	103311acc	2026-06-25 13:56:56 +0900	onboard: surface cleanup bulletins (#692)
merge-master/pr399-restack	origin/main	5d5711b3c	2026-06-02 02:39:20 +0800	docs(governance): restack cloud bridge proposal [impact-checked]
merge-master/pr411-restack	origin/main	aeabeec3f	2026-06-01 23:22:14 +0800	chore(inter-agent): restack inbound status after outbound merge [impact-checked]
merge-master/pr435-restack	origin/main	0e2ed53b3	2026-06-02 02:59:45 +0800	feat(spine): restack adapter saturation slice [impact-checked]
merge-master/pr436-restack	origin/main	b122f276c	2026-06-02 03:21:10 +0800	feat(spine): restack mapping receipt slice [impact-checked]
migration/old-machine-main		662b16dd7	2026-03-31 00:12:00 +0900	feat(dashboard): Phase 1 Hokusai — indigo depths, telemetry strip, sharp panels
mmm-nats-aiohttp	origin/mmm-nats-aiohttp	eb9d8fa81	2026-06-05 00:03:54 +0900	fix: install aiohttp for Mike NATS websocket
mmm-nats-ca-pem	origin/mmm-nats-ca-pem	2eb6133d8	2026-06-05 00:19:26 +0900	fix: trust private CA for Mike NATS fanout
mmm-nats-mike-credentials	origin/mmm-nats-mike-credentials	ab3fe2006	2026-06-05 00:34:27 +0900	fix: use Mike NATS credentials for backlog fanout
mmm-nats-publish-deadline	origin/mmm-nats-publish-deadline	a32127ab7	2026-06-04 23:55:27 +0900	fix: bound Mike A2A publish deadline
mmm-pin-actions	origin/mmm-pin-actions	fbc3a4e11	2026-06-04 23:34:21 +0900	fix: pin Mike workflow actions
mmm-visible-backlog-router	origin/mmm-visible-backlog-router	11f68953b	2026-06-05 10:27:17 +0900	Make Mike mentions visibly route backlog requests
model-routing/nim-bleeding-edge-20260618	origin/main	8ac5118ca	2026-06-18 23:40:58 +0900	model-routing: fix dead NIM routes + expand to wide bleeding-edge selection [impact-checked]
model-routing/nim-live-catalog-fix-20260620	origin/model-routing/nim-live-catalog-fix-20260620	4394d81b2	2026-06-20 10:58:22 +0900	model-routing: fix NVIDIA DeepSeek catalog route
organ/00-floor		af7991aab	2026-06-10 23:21:42 +0900	fix(floor): unblock dispatch — bound workspace scan, satisfy think-point, non-bare pulse (H02 P1) [impact-checked]
organ/02-wounds		f3c926490	2026-06-11 00:28:22 +0900	fix(wounds): test fixtures no longer pollute the production witness stream (H02 P3.8) [impact-checked]
organ/03-seat	origin/organ/03-seat	e67b91829	2026-06-11 07:55:23 +0900	docs(handoffs): H02 divergence audit harvested — 6/6 claim families VERIFIED, kill test re-run green (discharges ESCALATION-6)
oz/integration-2026-06-25	origin/oz/integration-2026-06-25	2cdef3d78	2026-06-26 09:23:01 +0900	fix(oz): gate verifier on API key
pr-344-backlog		2076897a7	2026-06-05 23:39:49 +0900	chore(docops): refresh counts for PR344 rebase
pr-384-backlog		3f0497add	2026-06-05 23:42:17 +0900	chore(docops): refresh counts for PR384 rebase
pr-388-backlog		807040cc0	2026-06-05 23:44:47 +0900	chore(docops): refresh counts for PR388 rebase
pr-406-review-20260531		d960d2fb6	2026-06-01 02:23:25 +0800	feat(ontology): hard-wire telos gate into execute_action (W1)
pr-465-backlog		8ea05b1f9	2026-06-05 23:58:03 +0900	chore(ops): repair live cockpit rebase gates
pr-474-backlog		c33d8758b	2026-06-06 00:10:18 +0900	chore(docops): refresh counts for PR474 rebase
pr-495-backlog		489f51ad8	2026-06-06 00:06:04 +0900	chore(mike): retrigger coherence delta
pr-689-closure		91dfe4db2	2026-06-26 10:47:17 +0900	Merge remote-tracking branch 'origin/main' into pr-689-closure
